loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,days_past_due,modification_flag,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type,balance_to_orig_ratio,seasoning_pct,monthly_interest_accrual,credit_risk_tier,ltv_risk_tier,dti_risk_tier,combined_risk_index,is_currently_delinquent,is_severely_delinquent,dpd_to_age_ratio,is_modified,state_AZ,state_CA,state_CO,state_CT,state_FL,state_GA,state_IL,state_IN,state_KY,state_LA,state_MA,state_MD,state_MI,state_MN,state_MO,state_NC,state_NJ,state_NY,state_OH,state_OK,state_OR,state_PA,state_SC,state_TN,state_TX,state_UT,state_VA,state_WA,state_WI,loan_purpose_Refinance_Cashout,loan_purpose_Refinance_NoCashout,occupancy_type_Primary,occupancy_type_Second_Home,property_type_Multi_Family,property_type_Single_Family,property_type_Townhouse,servicer_name_ServicerB,servicer_name_ServicerC,servicer_name_ServicerD,servicer_name_ServicerE,current_status_60DPD,current_status_90DPD,current_status_Current,current_status_Default,current_status_Prepaid,current_balance_is_missing,interest_rate_is_missing
LN000001,1,2022-11,2022-11,1,359,129359,129208.94,4.64,0,0,1.0,1.0,0.0,0.0,Current,0,none,0.9988399724024737,0.0027777777006172863,499.6079013333333,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,2,2022-12,2022-11,2,358,129359,129058.89,4.64,0,0,1.0,1.0,0.0,0.0,Current,0,none,0.997680022186498,0.005555555401234573,499.02770799999996,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,3,2023-01,2022-11,3,357,129359,128908.83,4.64,0,0,1.0,1.0,0.0,0.0,30DPD,0,none,0.996519994666276,0.008333333101851859,498.44747599999994,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,4,2023-02,2022-11,4,356,129359,128758.77,4.64,30,0,1.0,1.0,0.0,0.0,30DPD,1,stale_record,0.995359967146054,0.011111110802469145,497.86724399999997,1,4,4,9,1,0,0.24999997916666838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LN000001,5,2023-03,2022-11,5,355,129359,128608.72,4.64,30,0,0.0,0.0,0.0,0.0,Current,0,none,0.9942000169300783,0.013888888503086432,497.28705066666663,1,4,4,9,1,0,0.19999998666666755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LN000001,6,2023-04,2022-11,6,354,129359,128458.66,4.64,0,0,0.0,0.0,0.0,0.0,Current,0,none,0.9930399894098563,0.016666666203703717,496.7068186666666,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,7,2023-05,2022-11,7,353,129359,128308.6,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9918799618896343,0.019444443904321006,496.12658666666664,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,8,2023-06,2022-11,8,352,129359,128158.55,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9907200116736585,0.02222222160493829,495.5463933333333,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,9,2023-07,2022-11,9,351,129359,128008.49,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9895599841534366,0.024999999305555576,494.9661613333333,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,10,2023-08,2022-11,10,350,129359,127858.44,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9884000339374609,0.027777777006172864,494.38596799999993,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,11,2023-09,2022-11,11,349,129359,127708.38,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9872400064172389,0.03055555470679015,493.80573599999997,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,12,2023-10,2022-11,12,348,129359,199205.19,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,,0.033333332407407434,,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
LN000001,13,2023-11,2022-11,13,347,129359,127408.27,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9849200286810411,0.03611111010802472,492.6453106666666,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,14,2023-12,2022-11,14,346,129359,127258.21,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9837600011608192,0.03888888780864201,492.06507866666664,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,15,2024-01,2022-11,15,345,129359,127108.15,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.982599973640597,0.04166666550925929,491.4848466666666,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,16,2024-02,2022-11,16,344,129359,126958.1,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9814400234246214,0.04444444320987658,490.90465333333333,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,17,2024-03,2022-11,17,343,129359,126808.04,4.64,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9802799959043993,0.04722222091049387,490.32442133333325,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000001,18,2024-04,2022-11,18,342,129359,126657.98,4.64,0,0,0.0,0.0,0.0,1.0,Prepaid,0,none,0.9791199683841774,0.04999999861111115,489.7441893333333,1,4,4,9,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LN000002,1,2023-05,2023-05,1,359,259407,259122.04,4.394,0,0,1.0,1.0,0.0,0.0,Current,0,none,0.9989014945240915,0.0027777777006172863,948.8185364666667,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,2,2023-06,2023-05,2,358,259407,258837.08,4.394,0,0,1.0,1.0,0.0,0.0,Current,0,none,0.9978029890867323,0.005555555401234573,947.7751079333333,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,3,2023-07,2023-05,3,357,259407,258552.12,4.394,0,0,1.0,1.0,0.0,0.0,30DPD,0,none,0.9967044836493733,0.008333333101851859,946.7316794,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,4,2023-08,2023-05,4,356,259407,258267.17,4.394,30,0,0.0,0.0,0.0,0.0,Current,0,none,0.9956060167614751,0.011111110802469145,945.6882874833334,1,5,4,10,1,0,0.24999997916666838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LN000002,5,2023-09,2023-05,5,355,259407,257982.21,4.394,0,0,0.0,0.0,1.0,0.0,Current,0,none,0.9945075113241159,0.013888888503086432,944.64485895,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,6,2023-10,2023-05,6,354,259407,257697.25,4.394,0,0,0.0,1.0,1.0,0.0,Current,0,none,0.9934090058867568,0.016666666203703717,943.6014304166667,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,7,2023-11,2023-05,7,353,259407,257412.29,4.394,0,0,0.0,1.0,1.0,0.0,Current,0,none,0.9923105004493977,0.019444443904321006,942.5580018833334,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,8,2023-12,2023-05,8,352,259407,257127.33,4.394,0,0,0.0,1.0,1.0,0.0,Current,0,none,0.9912119950120385,0.02222222160493829,941.51457335,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,9,2024-01,2023-05,9,351,259407,256842.37,4.394,0,0,1.0,1.0,1.0,0.0,Current,0,none,0.9901134895746795,0.024999999305555576,940.4711448166667,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,10,2024-02,2023-05,10,350,259407,256557.41,4.394,0,0,1.0,1.0,1.0,0.0,Current,0,none,0.9890149841373204,0.027777777006172864,939.4277162833333,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,11,2024-03,2023-05,11,349,259407,256272.46,4.394,0,0,1.0,1.0,1.0,0.0,30DPD,0,none,0.9879165172494221,0.03055555470679015,938.3843243666666,1,5,4,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
LN000002,12,2024-04,2023-05,12,348,259407,255987.5,4.394,30,0,1.0,1.0,1.0,0.0,60DPD,0,none,0.986818011812063,0.033333332407407434,937.3408958333333,1,5,4,10,1,0,0.08333333101851859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LN000003,1,2023-06,2023-06,1,359,187779,187495.5,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9984902464600147,0.0027777777006172863,943.5711037499999,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,2,2023-07,2023-06,2,358,187779,187212.0,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9969804929732835,0.005555555401234573,942.1443899999999,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,3,2023-08,2023-06,3,357,187779,186928.5,5.301,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9954707394865523,0.008333333101851859,,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
LN000003,4,2023-09,2023-06,4,356,187779,186645.0,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9939609859998211,0.011111110802469145,939.2909625,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,5,2023-10,2023-06,5,355,187779,186361.5,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9924512325130899,0.013888888503086432,937.8642487499999,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,6,2023-11,2023-06,6,354,187779,186078.0,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9909414790263587,0.016666666203703717,936.4375349999999,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,7,2023-12,2023-06,7,353,187779,185794.5,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9894317255396274,0.019444443904321006,935.0108212499999,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,8,2024-01,2023-06,8,352,187779,185511.01,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9879220253069875,0.02222222160493829,933.584157825,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,9,2024-02,2023-06,9,351,187779,185227.51,6.039,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9864122718202563,0.024999999305555576,932.157444075,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,10,2024-03,2023-06,10,350,187779,184944.01,6.039,0,0,0.0,0.0,0.0,1.0,Prepaid,0,none,0.984902518333525,0.027777777006172864,930.730730325,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
LN000003,11,2024-04,2023-06,11,349,187779,184944.01,6.039,0,0,,,,,,0,none,0.984902518333525,0.03055555470679015,930.730730325,4,3,3,10,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
LN000004,1,2023-04,2023-04,1,359,221758,221440.05,5.735,0,0,1.0,1.0,0.0,1.0,Current,0,none,0.9985662298091358,0.0027777777006172863,1058.298905625,4,5,4,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
LN000004,2,2023-05,2023-04,2,358,221758,221122.11,5.735,0,0,1.0,1.0,0.0,1.0,30DPD,0,none,0.9971325047575675,0.005555555401234573,1056.7794173749999,4,5,4,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
LN000004,3,2023-06,2023-04,3,357,221758,220804.16,5.735,30,0,0.0,0.0,0.0,1.0,Current,0,none,0.9956987346117977,0.008333333101851859,1055.2598813333334,4,5,4,13,1,0,0.3333332962963004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
LN000004,4,2023-07,2023-04,4,356,221758,220486.22,5.735,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9942650095602295,0.011111110802469145,1053.7403930833334,4,5,4,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
LN000004,5,2023-08,2023-04,5,355,221758,220168.27,5.735,0,0,0.0,0.0,0.0,1.0,Current,0,none,0.9928312394144594,0.013888888503086432,1052.2208570416667,4,5,4,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
